Coin ID,Capitalización total de mercado (market cap),Categorías
chappyz,7757083.0,"['Telegram Apps', 'ChainGPT Pad', 'Discord Bots', 'Poolz Finance Launchpad', 'Artificial Intelligence (AI)', 'SocialFi', 'NFT', 'BNB Chain Ecosystem']"
checkdot,3942834.0,"['Artificial Intelligence (AI)', 'Cybersecurity', 'Decentralized Finance (DeFi)', 'Insurance', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Arbitrum Ecosystem', 'Polygon Ecosystem', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'Aptos Ecosystem']"
cheems,7800757.0,"['Dog-Themed Coins', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
cheems-inu-new,1063887.0,"['BNB Chain Ecosystem', 'Meme', 'Avalanche Ecosystem', 'Ethereum Ecosystem']"
chex-token,285062308.0,"['Decentralized Exchange (DEX)', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
chief-troll-officer,0.0,"['Elon Musk-Inspired Coins', 'Meme', 'Ethereum Ecosystem']"
chihuahua,0.0,"['BNB Chain Ecosystem', 'Meme']"
chihuahua-token,12213206.0,"['Osmosis Ecosystem', 'Dog-Themed Coins', 'Cosmos Ecosystem', 'Meme', 'Layer 1 (L1)']"
chili,0.0,"['Solana Ecosystem', 'Meme']"
chillpill,0.0,"['NFT', 'Fantom Ecosystem', 'Meme']"
chimaera,3907409.0,"['Entertainment', 'Gaming (GameFi)', 'Polkadot Ecosystem', 'BNB Chain Ecosystem', 'Play To Earn', 'Polygon Ecosystem']"
chirpley,10380593.0,"['Artificial Intelligence (AI)', 'SocialFi', 'BNB Chain Ecosystem', 'Ethereum Ecosystem']"
chonk-the-cat,0.0,"['Cat-Themed Coins', 'BNB Chain Ecosystem', 'Meme']"
chonky,0.0,"['Solana Ecosystem', 'Meme']"
choppy,0.0,"['Dog-Themed Coins', 'Meme', 'Ethereum Ecosystem']"
chromaway,239630904.0,"['Modular Blockchain', 'Chromia Ecosystem', 'Gaming (GameFi)', 'Smart Contract Platform', 'NFT', 'Metaverse', 'BNB Chain Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem']"
chronicle,826329.0,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'DaoMaker Ecosystem', 'Near Protocol Ecosystem', 'Ethereum Ecosystem']"
cindicator,1408004.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
clearpool,76350405.0,"['DaoMaker Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
clore-ai,62140290.0,['Artificial Intelligence (AI)']
clown-pepe,0.0,"['Meme', 'Ethereum Ecosystem']"
cocktailbar,2344644.0,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Play To Earn', 'Ethereum Ecosystem']"
cocos-bcx,45006987.0,"['Gaming Blockchains', 'Entertainment', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Layer 2 (L2)']"
coinye-west,9713659.0,"['Parody Meme Coins', 'Base Meme Coins', 'Base Ecosystem', 'Meme']"
commune-ai,56506530.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
comtech-gold,10825310.0,"['Tokenized Gold', 'XDC Ecosystem', 'Real World Assets (RWA)']"
conan-2,0.0,"['Meme', 'Ethereum Ecosystem']"
cope-coin,0.0,"['Meme', 'Ethereum Ecosystem']"
coq-inu,165448693.0,"['Meme', 'Avalanche Ecosystem']"
corgiai,599659367.0,"['Dog-Themed Coins', 'AI Meme Coins', 'Solana Ecosystem', 'Meme', 'Ethereum Ecosystem', 'Cronos Ecosystem']"
corgicoin,993291.0,"['Dog-Themed Coins', 'BNB Chain Ecosystem', 'Meme']"
cornucopias,53179595.0,"['Gaming Utility Token', 'Gaming Governance Token', 'Gaming (GameFi)', 'Base Ecosystem', 'BNB Chain Ecosystem', 'Cardano Ecosystem', 'Play To Earn', 'Ethereum Ecosystem']"
coshi-inu,0.0,"['Meme', 'Ethereum Ecosystem']"
costco-hot-dog,0.0,"['Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
covalent,146010386.0,"['DePIN', 'Business Services', 'Big Data', 'Data Availability', 'Coinbase Ventures Portfolio', 'Business Platform', 'Artificial Intelligence (AI)', 'Infrastructure', 'Governance', 'Decentralized Finance (DeFi)', 'Analytics', 'Polkadot Ecosystem', 'BNB Chain Ecosystem', 'Near Protocol Ecosystem', 'Polygon Ecosystem', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'Edgeware Ecosystem']"
crabada,261199.0,"['Gaming (GameFi)', 'NFT', 'Play To Earn', 'Avalanche Ecosystem']"
cramer-coin,503769.0,"['Meme', 'Ethereum Ecosystem']"
credefi,21994900.0,"['BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
creditcoin-2,205108227.0,"['Proof of Stake (PoS)', 'DWF Labs Portfolio', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
crob-mob,0.0,"['Meme', 'Cronos Ecosystem']"
croc-cat,0.0,"['Cat-Themed Coins', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
crochet-world,0.0,"['Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
crown-by-third-time-games,152215508.0,"['Animal Racing', 'Sports Games', 'Gaming (GameFi)', 'Solana Ecosystem']"
crowns,2421632.0,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'DaoMaker Ecosystem', 'Play To Earn', 'Ethereum Ecosystem']"
crunchcat,0.0,"['Cat-Themed Coins', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
crusaders-of-crypto,73911.0,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn']"
cryowar-token,5238478.0,"['Gaming (GameFi)', 'Solana Ecosystem']"
cryptoai,0.0,"['Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
cryptoblades,581487.0,"['RPG', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn', 'Polygon Ecosystem', 'OEC Ecosystem']"
cryptoblades-kingdoms,0.0,"['Gaming (GameFi)', 'BNB Chain Ecosystem']"
cryptofranc,2018470.0,"['Ethereum Ecosystem', 'Real World Assets (RWA)']"
crypto-gladiator-shards,11682435.0,"['RPG', 'Gaming (GameFi)', 'Play To Earn', 'Polygon Ecosystem']"
cryptogpt-token,10508118.0,"['DWF Labs Portfolio', 'Rollup', 'Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'DaoMaker Ecosystem', 'Ethereum Ecosystem', 'Layer 2 (L2)']"
cryptomeda,158391.0,"['Gaming (GameFi)', 'NFT', 'Play To Earn', 'Polygon Ecosystem', 'Collectibles', 'Ethereum Ecosystem']"
cryptomines-eternal,0.0,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Play To Earn']"
crypto-raiders,337465.0,"['RPG', 'Gaming (GameFi)', 'Play To Earn', 'Polygon Ecosystem']"
crypto-real-estate,0.0,"['Ethereum Ecosystem', 'Real World Assets (RWA)']"
cryptotanks,432245.0,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn']"
cryptotwitter,0.0,"['Meme', 'Ethereum Ecosystem']"
crypto-valleys-yield-token,0.0,"['Blast Ecosystem', 'Gaming (GameFi)']"
cryptozoon,779700.0,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn']"
cudos,120784461.0,"['DePIN', 'DWF Labs Portfolio', 'Artificial Intelligence (AI)', 'Smart Contract Platform', 'Cosmos Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem']"
cumrocket,9710871.0,"['BNB Chain Ecosystem', 'Meme']"
curio-governance,3986332.0,"['Decentralized Exchange (DEX)', 'Governance', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'NFT Marketplace', 'Real World Assets (RWA)']"
czolana,0.0,"['Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
dacat,1301856.0,"['Cat-Themed Coins', 'Meme', 'Ethereum Ecosystem']"
dalma-inu,0.0,"['BNB Chain Ecosystem', 'Meme']"
dark-energy-crystals,0.0,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn', 'Collectibles', 'Ethereum Ecosystem']"
dark-frontiers,5686292.0,"['RPG', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'BNB Chain Ecosystem', 'Play To Earn']"
deapcoin,46045415.0,"['Entertainment', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Play To Earn', 'Avalanche Ecosystem', 'Ethereum Ecosystem']"
decats,163560.0,"['NFT', 'Meme', 'Polygon Ecosystem']"
decentral-games,22954557.0,"['Gambling', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'Play To Earn', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
decentral-games-ice,391274.0,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Play To Earn', 'Polygon Ecosystem']"
decentral-games-old,652515.0,"['Entertainment', 'Gambling', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'BNB Chain Ecosystem', 'Play To Earn', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
decentralized-etf,8758743.0,"['ETF', 'Decentralized Finance (DeFi)', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
decimated,11404917.0,"['Shooting Games', 'Gaming Utility Token', 'RPG', 'Gaming (GameFi)', 'Metaverse', 'Solana Ecosystem', 'Play To Earn']"
deepbrain-chain,11817411.0,['Artificial Intelligence (AI)']
deepfakeai,7821258.0,"['Telegram Apps', 'Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
deepspace,2620441.0,"['Entertainment', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'BNB Chain Ecosystem', 'Play To Earn', 'Ethereum Ecosystem']"
defactor,14682659.0,"['BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
defichain,55803865.0,"['Smart Contract Platform', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
defi-kingdoms,16067672.0,"['Decentralized Exchange (DEX)', 'Gaming Utility Token', 'Gaming Governance Token', 'RPG', 'Gaming (GameFi)', 'Decentralized Finance (DeFi)', 'Exchange-based Tokens', 'Automated Market Maker (AMM)', 'Metaverse', 'Harmony Ecosystem', 'Play To Earn', 'Avalanche Ecosystem', 'Metis Ecosystem']"
defi-land,10525267.0,"['Gaming (GameFi)', 'Metaverse', 'Solana Ecosystem', 'Play To Earn']"
defitankland,0.0,"['Gaming (GameFi)', 'Arbitrum Ecosystem']"
defi-warrior,152308.0,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn']"
defrogs,3042307.0,"['ERC 404', 'Meme', 'Ethereum Ecosystem']"
degen-base,325510925.0,"['Layer 3 (L3)', 'Base Meme Coins', 'Farcaster Ecosystem', 'Base Ecosystem', 'Meme']"
dehub,5020885.0,"['Gaming (GameFi)', 'SocialFi', 'BNB Chain Ecosystem', 'Play To Earn', 'Ethereum Ecosystem']"
dejitaru-tsuka,28450175.0,"['Meme', 'Ethereum Ecosystem']"
delysium,172362269.0,"['Artificial Intelligence (AI)', 'BNB Chain Ecosystem', 'Ethereum Ecosystem']"
derace,26492581.0,"['Animal Racing', 'Gaming Utility Token', 'Gaming Governance Token', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'DaoMaker Ecosystem', 'Play To Earn', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
derby-stars-run,3319085.0,"['Animal Racing', 'Gambling', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'Play To Earn', 'Polygon Ecosystem']"
derp,0.0,"['Decentralized Exchange (DEX)', 'Base Ecosystem', 'Decentralized Finance (DeFi)', 'Launchpad', 'Meme', 'Ethereum Ecosystem', 'ZkSync Ecosystem']"
derp-coin,0.0,"['Meme', 'Ethereum Ecosystem']"
dexcheck,25394228.0,"['Telegram Apps', 'ChainGPT Pad', 'Poolz Finance Launchpad', 'Artificial Intelligence (AI)', 'Analytics', 'BNB Chain Ecosystem', 'Launchpad', 'Ethereum Ecosystem']"
dextf,13983403.0,"['Decentralized Finance (DeFi)', 'Asset Manager', 'Avalanche Ecosystem', 'Ethereum Ecosystem', 'ZkSync Ecosystem', 'Real World Assets (RWA)']"
dinari-aapl-dshares,,"['Arbitrum Ecosystem', 'Tokenized Stock', 'Real World Assets (RWA)']"
dinari-amzn-dshares,,"['Arbitrum Ecosystem', 'Tokenized Stock', 'Real World Assets (RWA)']"
dinari-dis-dshares,,"['Arbitrum Ecosystem', 'Real World Assets (RWA)']"
dinari-googl-dshares,,"['Arbitrum Ecosystem', 'Tokenized Stock', 'Real World Assets (RWA)']"
dinari-meta-dshare,,"['Arbitrum Ecosystem', 'Tokenized Stock', 'Real World Assets (RWA)']"
dinari-msft-dshares,,"['Arbitrum Ecosystem', 'Tokenized Stock', 'Real World Assets (RWA)']"
dinari-nflx-dshares,,"['Arbitrum Ecosystem', 'Tokenized Stock', 'Real World Assets (RWA)']"
dinari-nvda-dshares,,"['Arbitrum Ecosystem', 'Tokenized Stock', 'Real World Assets (RWA)']"
dinari-pfe-dshares,,"['Arbitrum Ecosystem', 'Real World Assets (RWA)']"
dinari-pypl-dshares,,"['Arbitrum Ecosystem', 'Tokenized Stock', 'Real World Assets (RWA)']"
dinari-spy-dshares,,"['Arbitrum Ecosystem', 'Tokenized Stock', 'Real World Assets (RWA)']"
dinari-tsla-dshares,,"['Arbitrum Ecosystem', 'Real World Assets (RWA)']"
dinari-usfr-dshares,,"['Arbitrum Ecosystem', 'Real World Assets (RWA)']"
dingocoin,1609920.0,"['Dog-Themed Coins', 'Proof of Work (PoW)', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Meme']"
dinolfg,4893868.0,"['Meme', 'Ethereum Ecosystem', 'PulseChain Ecosystem']"
dinox,823731.0,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'DaoMaker Ecosystem', 'Play To Earn', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
dogami,6131248.0,"['Dog-Themed Coins', 'Animal Racing', 'Gaming (GameFi)', 'NFT', 'Play To Earn', 'Polygon Ecosystem', 'Tezos Ecosystem']"
doge-2-0,0.0,"['Meme', 'Ethereum Ecosystem']"
dogebonk,4985551.0,"['Dog-Themed Coins', 'Analytics', 'BNB Chain Ecosystem', 'Meme']"
dogebonk-eth,0.0,"['Meme', 'Ethereum Ecosystem']"
doge-ceo,0.0,"['BNB Chain Ecosystem', 'Meme']"
dogeceomeme,0.0,"['BNB Chain Ecosystem', 'Meme']"
dogecoin,21586153785.0,"['Dog-Themed Coins', 'Cryptocurrency', 'Elon Musk-Inspired Coins', 'Proof of Work (PoW)', 'BNB Chain Ecosystem', 'Meme']"
doge-eat-doge,45108191.0,"['Dog-Themed Coins', 'Meme']"
dogegf,5291845.0,"['Base Ecosystem', 'Meme', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
doge-inu,0.0,"['Dog-Themed Coins', 'Meme']"
doge-kaki,0.0,"['BNB Chain Ecosystem', 'Meme']"
dogelana,0.0,"['Solana Ecosystem', 'Meme']"
dogelon-mars,108033205.0,"['Dog-Themed Coins', 'Elon Musk-Inspired Coins', 'BNB Chain Ecosystem', 'Solana Ecosystem', 'Meme', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Cronos Ecosystem']"
dogemon-go,565573.0,"['Gaming (GameFi)', 'Solana Ecosystem', 'Play To Earn']"
doggy,0.0,"['Gaming (GameFi)', 'NFT']"
doginme,26300786.0,"['Dog-Themed Coins', 'Base Meme Coins', 'Farcaster Ecosystem', 'Base Ecosystem', 'Meme']"
doginthpool,0.0,"['Dog-Themed Coins', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
dogira,91497.0,"['Gaming (GameFi)', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
dogsofelon,13674.94,"['Elon Musk-Inspired Coins', 'Meme', 'Ethereum Ecosystem']"
dogwifcoin,2423801919.0,"['Dog-Themed Coins', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
dogwifhood,6105007.0,"['TON Meme Coins', 'TON Ecosystem', 'Meme']"
dog-wif-nuchucks,0.0,"['Dog-Themed Coins', 'Injective Ecosystem', 'Cosmos Ecosystem', 'Meme']"
doke-inu,0.0,"['Meme', 'Ethereum Ecosystem']"
domi,12423214.0,"['Gaming Utility Token', 'Gaming Governance Token', 'RPG', 'Gaming (GameFi)', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Ethereum Ecosystem']"
donald-tremp,0.0,"['Parody Meme Coins', 'PolitiFi', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
dongcoin,0.0,"['Meme', 'Ethereum Ecosystem']"
donkey,0.0,"['NFT', 'BNB Chain Ecosystem', 'Meme']"
don-t-buy-inu,2513664.0,"['Meme', 'Ethereum Ecosystem']"
dope-wars-paper,5523727.0,"['Gaming (GameFi)', 'Governance', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn', 'Ethereum Ecosystem', 'Optimism Ecosystem']"
dose-token,8881117.0,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Play To Earn', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Move To Earn']"
dotmoovs,5683732.0,"['Artificial Intelligence (AI)', 'Gaming (GameFi)', 'Sports', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Move To Earn']"
doug,37010.0,"['Meme', 'Ethereum Ecosystem']"
dovu-2,16016836.0,"['Hedera Ecosystem', 'Ethereum Ecosystem', 'Regenerative Finance (ReFi)', 'Real World Assets (RWA)']"
draggable-aktionariat-ag,0.0,"['Ethereum Ecosystem', 'Real World Assets (RWA)']"
dragon-crypto-aurum,594734.0,"['Gaming (GameFi)', 'NFT', 'Play To Earn', 'Avalanche Ecosystem']"
dream-machine-token,34816362.0,"['Layer 3 (L3)', 'Entertainment', 'Gaming (GameFi)', 'SocialFi', 'Arbitrum Ecosystem', 'Ethereum Ecosystem']"
dreams-quest,0.0,"['DWF Labs Portfolio', 'Entertainment', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'BNB Chain Ecosystem', 'Play To Earn']"
drunk-robots,24665620.0,"['Shooting Games', 'Gaming (GameFi)', 'BNB Chain Ecosystem', 'Polygon Ecosystem']"
dtravel,18636895.0,"['DePIN', 'Artificial Intelligence (AI)', 'Tourism', 'BNB Chain Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
dub-duck,0.0,"['Duck-Themed Coins', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
duckereum,300369.0,"['Meme', 'Ethereum Ecosystem']"
ducks,0.0,"['Meme', 'Ethereum Ecosystem']"
duel-network-2,0.0,"['Gaming (GameFi)', 'Sports', 'NFT', 'BNB Chain Ecosystem', 'Polygon Ecosystem']"
dusk-network,156010542.0,"['Privacy Coins', 'Smart Contract Platform', 'Layer 1 (L1)', 'Ethereum Ecosystem', 'Zero Knowledge (ZK)', 'Real World Assets (RWA)']"
dynex,50468572.0,"['Decentralized Science (DeSci)', 'DePIN', 'Artificial Intelligence (AI)', 'Layer 1 (L1)']"
dyor-token-2,182601.0,"['Meme', 'Ethereum Ecosystem']"
dypius,7660904.0,"['Gaming (GameFi)', 'Governance', 'Decentralized Finance (DeFi)', 'NFT', 'Yield Farming', 'Metaverse', 'BNB Chain Ecosystem', 'Avalanche Ecosystem', 'Ethereum Ecosystem']"
ebisusbay-fortune,1194071.0,"['Gaming (GameFi)', 'Governance', 'SocialFi', 'NFT', 'Play To Earn', 'Cronos Ecosystem', 'NFT Marketplace']"
echelon-prime,685133529.0,"['AI-Themed Coins', 'Gaming Utility Token', 'Paradigm Portfolio', 'Card Games', 'Gaming (GameFi)', 'Base Ecosystem', 'Ethereum Ecosystem']"
eddaswap,161102.0,"['Gaming (GameFi)', 'Decentralized Finance (DeFi)', 'NFT', 'Metaverse', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
edge-matrix-computing,0.0,"['DePIN', 'Artificial Intelligence (AI)', 'Arbitrum Ecosystem']"
eeyor,0.0,"['Solana Ecosystem', 'Meme', 'Ethereum Ecosystem']"
eggdog,2371176.0,"['Dog-Themed Coins', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
eldarune,1820294.0,"['Gaming Utility Token', 'Gaming Governance Token', 'Card Games', 'Adventure Games', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn']"
elemental-story,0.0,"['Gaming (GameFi)', 'BNB Chain Ecosystem']"
el-gato,0.0,"['Cat-Themed Coins', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
el-hippo,3019201.0,"['Meme', 'Ethereum Ecosystem']"
elizabath-whoren,0.0,"['Parody Meme Coins', 'Solana Meme Coins', 'Solana Ecosystem', 'Meme']"
ellerium,0.0,"['Gaming (GameFi)', 'Arbitrum Ecosystem']"
elmoerc,1750869.0,"['Meme', 'Ethereum Ecosystem']"
elon-doge-token,1419202.0,"['Elon Musk-Inspired Coins', 'BNB Chain Ecosystem', 'Meme']"
elon-xmas,69247.0,"['Elon Musk-Inspired Coins', 'Meme', 'Ethereum Ecosystem']"
empowa,3197441.0,"['Cardano Ecosystem', 'Real World Assets (RWA)']"
endless-battlefield,0.0,"['Gaming (GameFi)', 'BNB Chain Ecosystem']"
enjincoin,438856562.0,"['Gaming Blockchains', 'Entertainment', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'Harmony Ecosystem', 'Layer 1 (L1)', 'Ethereum Ecosystem']"
enjoy,0.0,"['Farcaster Ecosystem', 'Meme']"
epiko,1063934.0,"['Gaming (GameFi)', 'NFT', 'Ethereum Ecosystem']"
epik-protocol,1657965.0,"['DWF Labs Portfolio', 'Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
epoch-island,4121124.0,"['Base Ecosystem', 'Arbitrum Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
etherland,4106619.0,"['NFT', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Real World Assets (RWA)']"
ethermon,208006.0,"['Gaming (GameFi)', 'Metaverse', 'Play To Earn', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
ethforestai,44943.0,"['Artificial Intelligence (AI)', 'Arbitrum Ecosystem']"
eve-ai,6293069.0,"['Telegram Apps', 'Artificial Intelligence (AI)', 'Ethereum Ecosystem']"
everdome,10112580.0,"['Entertainment', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'BNB Chain Ecosystem', 'Play To Earn']"
everid,12293710.0,"['Finance / Banking', 'Business Platform', 'Governance', 'Decentralized Finance (DeFi)', 'BNB Chain Ecosystem', 'Wallets', 'Polygon Ecosystem', 'Ethereum Ecosystem', 'Identity', 'Zero Knowledge (ZK)', 'Real World Assets (RWA)']"
everipedia,149180555.0,"['Big Data', 'Artificial Intelligence (AI)', 'Media', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
evil-pepe,0.0,"['Meme', 'Ethereum Ecosystem']"
exeedme,3689497.0,"['Gambling', 'Gaming (GameFi)', 'NFT', 'Polkadot Ecosystem', 'BNB Chain Ecosystem', 'Play To Earn', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
exosama-network,8342965.0,"['Gaming (GameFi)', 'NFT', 'Metaverse', 'Ethereum Ecosystem']"
fable-of-the-dragon,1065550.0,"['NFT', 'Meme', 'Ethereum Ecosystem']"
fabwelt,2588491.0,"['Gaming (GameFi)', 'BNB Chain Ecosystem', 'Polygon Ecosystem']"
fantom-doge,0.0,"['Fantom Ecosystem', 'Meme']"
fantomsonicinu,0.0,"['Fantom Ecosystem', 'Meme']"
faraland,967094.0,"['RPG', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem']"
fat-cat,0.0,"['BNB Chain Ecosystem', 'Meme']"
fathom-protocol,0.0,['Real World Assets (RWA)']
fear,2151447.0,"['Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Fantom Ecosystem', 'DaoMaker Ecosystem', 'Play To Earn', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
feisty-doge-nft,17169628.0,"['Dog-Themed Coins', 'NFT', 'Meme', 'Fractionalized NFT', 'Ethereum Ecosystem']"
fetch-ai,1981928035.0,"['Osmosis Ecosystem', 'Binance Launchpad', 'DWF Labs Portfolio', 'Cryptocurrency', 'Artificial Intelligence (AI)', 'AI Agents', 'NFT', 'Cosmos Ecosystem', 'BNB Chain Ecosystem', 'Ethereum Ecosystem']"
firestarter,5816389.0,"['Gaming (GameFi)', 'Decentralized Finance (DeFi)', 'Play To Earn', 'Polygon Ecosystem']"
fish-crypto,0.0,"['Gaming (GameFi)', 'BNB Chain Ecosystem']"
floki,1285939003.0,"['Dog-Themed Coins', 'DWF Labs Portfolio', 'Gaming (GameFi)', 'NFT', 'Metaverse', 'BNB Chain Ecosystem', 'Meme', 'Ethereum Ecosystem']"
floki-cash,0.0,"['BNB Chain Ecosystem', 'Meme']"
floki-ceo,0.0,"['BNB Chain Ecosystem', 'Meme']"
flokidash,0.0,"['BNB Chain Ecosystem', 'Meme']"
flokifork,7519071.0,"['Meme', 'Ethereum Ecosystem']"
flokita,1701005.0,"['Dog-Themed Coins', 'BNB Chain Ecosystem', 'Meme']"
floor-cheese-burger,0.0,"['Meme', 'Ethereum Ecosystem']"
florence-finance-medici,5090715.0,"['Base Ecosystem', 'Arbitrum Ecosystem', 'Real World Assets (RWA)']"
flying-avocado-cat,0.0,"['AI Meme Coins', 'Meme', 'Ethereum Ecosystem']"
fomo-bull-club,0.0,"['Base Meme Coins', 'Base Ecosystem', 'Meme', 'Launchpad']"
fonzy,0.0,"['Meme', 'Ethereum Ecosystem']"
forest-knight,797050.0,"['Gaming (GameFi)', 'Play To Earn', 'Polygon Ecosystem']"
forever-shiba,0.0,"['Meme', 'Ethereum Ecosystem']"
formula-inu,0.0,"['Meme', 'Ethereum Ecosystem']"
forta,73545672.0,"['Coinbase Ventures Portfolio', 'Artificial Intelligence (AI)', 'Cybersecurity', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
fourcoin,1014764.0,"['Meme', 'Ethereum Ecosystem']"
foxy,0.0,"['Linea Ecosystem', 'Meme']"
frog-ceo,0.0,"['BNB Chain Ecosystem', 'Meme']"
froggies-token-2,275638.0,"['BNB Chain Ecosystem', 'Meme', 'Play To Earn']"
frok-ai,9795011.0,"['Artificial Intelligence (AI)', 'Base Ecosystem']"
funny-coin,0.0,"['Meme', 'Arbitrum Ecosystem']"
gala,1483271039.0,"['DWF Labs Portfolio', 'Gaming Platform', 'Gaming (GameFi)', 'NFT', 'Layer 1 (L1)', 'Play To Earn', 'Ethereum Ecosystem']"
galaxy-fight-club,897838.0,"['Gaming (GameFi)', 'Polygon Ecosystem']"
gamecredits,0.0,"['Software', 'Gaming (GameFi)', 'Proof of Work (PoW)', 'NFT', 'Ethereum Ecosystem']"
gamee,10847620.0,"['Telegram Apps', 'Gaming Platform', 'Gaming (GameFi)', 'TON Ecosystem', 'NFT', 'BNB Chain Ecosystem', 'Play To Earn', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
gamer,0.0,"['Gaming (GameFi)', 'Base Ecosystem', 'BNB Chain Ecosystem']"
gamercoin,89477557.0,"['Infrastructure', 'Gaming (GameFi)', 'NFT', 'BNB Chain Ecosystem', 'Polygon Ecosystem', 'Ethereum Ecosystem']"
