Exchange,Crypto ID,Cantidad en el Exchange (USD)
Backpack Exchange ,solana,15826998.0
Backpack Exchange ,jito-governance-token,280148.0
Backpack Exchange ,wormhole,757940.0
Backpack Exchange ,jupiter,1822439.0
Backpack Exchange ,pyth-network,188021.0
Backpack Exchange ,parcl,21745793.0
Backpack Exchange ,helium,817288.0
Backpack Exchange ,tensor,1016043.0
Backpack Exchange ,wen-3,1562893.0
Backpack Exchange ,dogwifcoin,1297631.0
Backpack Exchange ,helium-mobile,61908.0
Backpack Exchange ,bonk,248832.0
WOO X,batcat,13429078.0
WOO X,bridged-binance-peg-ethereum-opbnb,6168602.8
WOO X,solana,6468446.0
WOO X,beam-bridged-usdc-beam,1038640.0
WOO X,binance-peg-xrp,176749.0
WOO X,binance-peg-dogecoin,2779543.0
WOO X,binancecoin,523768.0
WOO X,chainlink,186515.0
WOO X,binance-peg-bitcoin-cash,124052.0
WOO X,woo-network,815090.0
WOO X,render-token,611991.0
WOO X,near,854993.0
WOO X,runebound,411283.0
WOO X,celestia,156527.0
WOO X,maker,1483640.0
WOO X,worldcoin-wld,29559.0
WOO X,havven,18382.15
WOO X,pyth-network,12266.7
WOO X,jupiter,126200.0
WOO X,sui,13352.25
WOO X,chiliz,14133.26
WOO X,jito-governance-token,29840.0
WOO X,president-ron-desantis,15562.51
WOO X,yield-guild-games,89944.0
WOO X,fantom,93716.0
WOO X,pendle,57585.0
WOO X,gmt-token,21485.0
WOO X,ethereum-pow-iou,16867.54
WOO X,dydx-chain,25838.0
WOO X,flooring-lab-credit,386405.0
WOO X,dogwifcoin,55204.0
WOO X,gala,10714.44
WOO X,ethereum-name-service,11554.1
WOO X,wormhole,12150.73
WOO X,spell-token,7059.72
WOO X,ordinals,290335.0
WOO X,pixels,11053.62
WOO X,flooring-protocol-micropudgypenguins,41485.0
WOO X,raydium,10246.6
WOO X,ondo-finance,212197.0
WOO X,stoicdao,41476.0
WOO X,ethena,78796.0
WOO X,flooring-protocol-microlilpudgys,21502.0
WOO X,metis-token,1942.81
WOO X,multibit,117878.0
WOO X,slerf,3410.06
WOO X,cross-chain-degen-dao,2862.6
WOO X,parcl,41427.0
WOO X,wen-3,1361.84
WOO X,propchain,276022.0
WOO X,saros-finance,454.62
WOO X,origintrail,832.58
WOO X,bitkub-coin,21540.0
WOO X,zignaly,70183.0
WOO X,arbitrum,60269.0
WOO X,bridged-matic-manta-pacific,20728.0
WOO X,binance-peg-litecoin,61933.0
WOO X,tron,8295.41
WOO X,ada-the-dog,16364.57
WOO X,optimism,6601.61
WOO X,avalanche-2,47316.0
WOO X,internet-computer,27842.0
WOO X,injective-protocol,87532.0
WOO X,binance-peg-filecoin,3190.51
WOO X,niccagewaluigielmo42069inu,81813.0
WOO X,binance-peg-polkadot,13758.14
WOO X,bridged-dai-stablecoin-linea,2.81
WOO X,ethereum-classic,904.06
WOO X,cosmos,19492.57
WOO X,unicorn-token,30423.0
WOO X,stellar,3570.03
WOO X,aave,8922.86
WOO X,vechain,9393.21
WOO X,hedera-hashgraph,16714.29
WOO X,the-graph,8732.75
WOO X,compound-governance-token,6960.94
WOO X,lido-dao,957.8
WOO X,binance-peg-eos,154.46
WOO X,flooring-protocol-microboredapeyachtclub,2975.31
WOO X,san-diego-coin,2011.59
WOO X,immutable-x,1441.82
WOO X,conflux-token,6927.84
WOO X,bridged-curve-dao-token-stargate,742.55
WOO X,loopring,2319.89
WOO X,blur,2285.79
WOO X,axie-infinity,1654.4
WOO X,1inch,1228.73
WOO X,celo,697.31
WOO X,decentraland,536.17
WOO X,algorand,1041.32
WOO X,kusama,3615.42
WOO X,book-of-meme,982.29
WOO X,ether-fi,9.28
WOO X,yearn-finance,45.99
WOO X,sushi,333.19
WOO X,ape-2,1917.77
WOO X,tezos,252.17
WOO X,starknet,3160.06
Coins.ph,arbitrum-bridged-usdt-arbitrum,7506915.0
Coins.ph,batcat,2002804.0
Coins.ph,binance-peg-xrp,1846200.0
Coins.ph,bridged-binance-peg-ethereum-opbnb,2165084.0
Coins.ph,binance-peg-bitcoin-cash,42642.53
Coins.ph,solana,93077.0
Coins.ph,san-diego-coin,2440.35
Coins.ph,dogwifcoin,168705.0
Coins.ph,yield-guild-games,35476.0
Coins.ph,pixels,23907.0
Coins.ph,arkham,16723.56
Coins.ph,book-of-meme,34690.0
Coins.ph,coreum,3608.78
Coins.ph,binance-peg-dogecoin,42332.0
Coins.ph,aevo-exchange,10870.81
Coins.ph,president-ron-desantis,22230.0
Coins.ph,gala,37810.0
Coins.ph,maker,20575.0
Coins.ph,slp,16450.23
Coins.ph,bridged-matic-manta-pacific,11503.29
Coins.ph,binancecoin,17256.39
Coins.ph,ape-2,4948.88
Coins.ph,chainlink,17249.26
Coins.ph,tensor,19918.08
Coins.ph,blur,3986.91
Coins.ph,cat-in-a-dogs-world,189670.0
Coins.ph,tron,11916.62
Coins.ph,kyber-network-crystal,5724.93
Coins.ph,aave,4685.61
Coins.ph,axie-infinity,10718.63
Coins.ph,unicorn-token,5405.87
Coins.ph,heroes-of-mavia,8050.7
Coins.ph,meme-brc-20,7452.52
Coins.ph,honeyland-honey,2165.93
Coins.ph,decentraland,2314.39
Coins.ph,basic-attention-token,1321.46
Coins.ph,liquity,1705.72
Coins.ph,tether-gold,4997.39
Coins.ph,chiliz,4460.38
Coins.ph,arbitrum,5481.99
Coins.ph,looksrare,6319.77
Coins.ph,portal-2,12731.35
Coins.ph,magic,1378.93
Coins.ph,rocket-pool,812.72
Coins.ph,lido-dao,2378.08
Coins.ph,radiant-capital,1601.67
Coins.ph,immutable-x,5331.49
Coins.ph,solo-coin,485.27
Coins.ph,enjincoin,2223.6
Coins.ph,fanc,6900.67
Coins.ph,maga,16357.07
Coins.ph,polis,1491.74
Coins.ph,cropbytes,4563.49
Coins.ph,gmx,2192.57
Coins.ph,alitas,119.41
Coins.ph,niccagewaluigielmo42069inu,81740.6
Coins.ph,bonk,100453.0
Coins.ph,floki,19618.42
Coins.ph,ethena,76906.0
Coins.ph,unibot,5840.77
Coins.ph,alice-ai,2034.31
Coins.ph,beam-bridged-usdc-beam,3963651.0
Coins.ph,ether-fi,39602.0
Coins.ph,pendle,23212.0
Coins.ph,binance-peg-litecoin,8899.72
Coins.ph,truebit-protocol,8919.95
Coins.ph,paypal-usd,330.26
Coins.ph,havven,1015.34
Coins.ph,atlas-fc-fan-token,8423.42
Coins.ph,1000sats-ordinals,10394.29
Coins.ph,stellar,4123.23
Coins.ph,newpepe,73264.0
Coins.ph,binaryx,13790.16
Coins.ph,ordinals,2048.09
Coins.ph,xdce-crowd-sale,2606.1
Coins.ph,compound-governance-token,484.47
WhiteBIT,batcat,966071519.0
WhiteBIT,arbitrum-bridged-usdt-arbitrum,3312727.0
WhiteBIT,chainlink,27300344.0
WhiteBIT,avalanche-2,124990595.0
WhiteBIT,binance-peg-xrp,152960107.0
WhiteBIT,binance-peg-dogecoin,34901715.0
WhiteBIT,solana,55248274.0
WhiteBIT,dogwifcoin,28216708.0
WhiteBIT,beam-bridged-usdc-beam,901914.0
WhiteBIT,near,212275151.0
WhiteBIT,apidae,2123292.0
WhiteBIT,tron,2377918.0
WhiteBIT,binance-peg-litecoin,6576923.0
WhiteBIT,injective-protocol,2791399.0
WhiteBIT,cosmos,5840380.0
WhiteBIT,whitebit,7759019.0
WhiteBIT,jito-governance-token,775196.0
WhiteBIT,ada-the-dog,19324443.0
WhiteBIT,singularitynet,4078742.0
WhiteBIT,binance-peg-bitcoin-cash,35407362.0
WhiteBIT,bridged-binance-peg-ethereum-opbnb,453194135.0
WhiteBIT,portal-2,2365219.0
WhiteBIT,arbitrum,4440788.0
WhiteBIT,binance-peg-polkadot,4413929.0
WhiteBIT,unicorn-token,10150172.0
WhiteBIT,sei-network,5189172.0
WhiteBIT,render-token,3933478.0
WhiteBIT,sui,7215469.0
WhiteBIT,gala,22784061.0
WhiteBIT,ethereum-classic,6176821.0
WhiteBIT,acent,5331309.0
WhiteBIT,tensor,25037792.0
WhiteBIT,fantom,3051580.0
WhiteBIT,binance-peg-filecoin,5676735.0
WhiteBIT,arweave,7099173.0
WhiteBIT,jupiter,422374.0
WhiteBIT,stellar,5094095.0
WhiteBIT,meme-brc-20,120461.0
WhiteBIT,optimism,5463526.0
WhiteBIT,binance-peg-eos,5907819.0
WhiteBIT,niccagewaluigielmo42069inu,916365.0
WhiteBIT,pendle,1021891.0
WhiteBIT,chiliz,2583777.0
WhiteBIT,pyth-network,5037939.0
WhiteBIT,bridged-trueusd,1950492.0
WhiteBIT,maker,2854709.0
WhiteBIT,fetch-ai,2828771.0
WhiteBIT,aave,2329918.0
WhiteBIT,san-diego-coin,3800638.0
WhiteBIT,arkham,3327391.0
WhiteBIT,1inch,1949713.0
WhiteBIT,yield-guild-games,157827.0
WhiteBIT,vechain,370352.0
WhiteBIT,jasmycoin,1045446.0
WhiteBIT,axie-infinity,1363308.0
WhiteBIT,astar,1628265.0
WhiteBIT,tezos,764541.0
WhiteBIT,mask-network,616574.0
WhiteBIT,cyberconnect,464033.0
WhiteBIT,flow,791678.0
WhiteBIT,everid,346678.0
WhiteBIT,kava,2693839.0
WhiteBIT,manta-network,9247291.0
WhiteBIT,ocean-protocol,186507.0
WhiteBIT,pixels,262007.0
WhiteBIT,ape-2,1871779.0
WhiteBIT,celestia,3266363.0
WhiteBIT,ankr,1296572.0
WhiteBIT,bridged-curve-dao-token-stargate,1117831.0
WhiteBIT,elrond-erd-2,1210550.0
WhiteBIT,dydx-chain,207596.0
WhiteBIT,bridged-matic-manta-pacific,10098909.0
WhiteBIT,ethereum-pow-iou,300213.0
BitMart,bridged-binance-peg-ethereum-opbnb,493510683.0
BitMart,batcat,950737050.0
BitMart,beam-bridged-usdc-beam,2310376.0
BitMart,solana,5437383.0
BitMart,binancecoin,2763870.0
BitMart,ethereum-classic,150244.0
BitMart,pmxx,1025600.0
BitMart,tron,3392986.0
BitMart,chainlink,2566446.0
BitMart,dydx-chain,305768.0
BitMart,jupiter,1551899.0
BitMart,niccagewaluigielmo42069inu,907321.0
BitMart,bridged-dai-stablecoin-linea,621844.0
BitMart,binance-peg-polkadot,365333.0
BitMart,ape-2,421447.0
BitMart,binance-peg-filecoin,661883.0
BitMart,mask-network,110733.0
BitMart,binance-peg-xrp,51816620.0
BitMart,binance-peg-dogecoin,2243366.0
BitMart,binance-peg-litecoin,476272.0
BitMart,newpepe,579023.0
BitMart,render-token,1272277.0
BitMart,avalanche-2,1887116.0
BitMart,apidae,1643672.0
BitMart,theta-token,1325077.0
BitMart,unicorn-token,670924.0
BitMart,ordinals,2857372.0
BitMart,worldcoin-wld,2976735.0
BitMart,binance-peg-eos,2431186.0
BitMart,optimism,632322.0
BitMart,ada-the-dog,3036739.0
BitMart,binance-peg-bitcoin-cash,491182.0
BitMart,starknet,2368359.0
BitMart,injective-protocol,1125234.0
BitMart,osmosis,552211.0
BitMart,near,858545.0
BitMart,bridged-trueusd,1495366.0
BitMart,the-graph,92340.0
BitMart,ether-fi,1549991.0
BitMart,the-open-network,1951483.0
BitMart,singularitynet,2006233.0
BitMart,cosmos,95412.0
BitMart,gala,168168.0
BitMart,chiliz,515031.0
BitMart,decentraland,243299.0
BitMart,sei-network,1111935.0
BitMart,jito-governance-token,1256919.0
BitMart,internet-computer,437214.0
BitMart,bonk,427132.0
BitMart,bridged-curve-dao-token-stargate,136576.0
BitMart,stellar,1053549.0
BitMart,neo,430426.0
BitMart,tezos,193467.0
BitMart,develocity,4299451.0
BitMart,pendle,2817397.0
BitMart,frax-share,258030.0
BitMart,arbitrum,548775.0
BitMart,kava,666015.0
BitMart,clfi,1000767.0
BitMart,vechain,114395.0
BitMart,dymension,782886.0
BitMart,yearn-finance,387733.0
BitMart,1inch,89492.0
BitMart,stars,134179.0
BitMart,meme-brc-20,350565.0
BitMart,flow,163751.0
BitMart,omni,10808943.0
BitMart,blur,461641.0
BitMart,havven,395643.0
BitMart,aave,183782.0
BitMart,coreai,2365729.0
BitMart,portal-2,823263.0
BitMart,arweave,401466.0
BitMart,dogwifcoin,1425210.0
BitMart,bridged-matic-manta-pacific,351025.0
BitMart,mina-protocol,161197.0
BitMart,ocean-protocol,192049.0
BitMart,lido-dao,1092783.0
BitMart,manta-network,1650986.0
BitMart,compound-governance-token,99016.0
BitMart,ethena,3143109.0
BitMart,book-of-meme,1367872.0
BitMart,fantom,204758.0
LBank,bridged-binance-peg-ethereum-opbnb,629190804.0
LBank,batcat,660387151.0
LBank,bridged-dai-stablecoin-linea,1388116.0
LBank,binance-peg-litecoin,4375483.0
LBank,solana,9480103.0
LBank,binance-peg-polkadot,4541644.0
LBank,avalanche-2,3014458.0
LBank,chainlink,10878131.0
LBank,tron,25206625.0
LBank,cosmos,2874912.0
LBank,binance-peg-filecoin,4457521.0
LBank,unicorn-token,1823785.0
LBank,binance-peg-xrp,9769392.0
LBank,bridged-matic-manta-pacific,5982367.0
LBank,fantom,4532090.0
LBank,binance-peg-dogecoin,8659473.0
LBank,near,514419.0
LBank,beam-bridged-usdc-beam,28572070.0
LBank,binancecoin,24981736.0
LBank,maker,597948.0
LBank,algorand,207854.0
LBank,the-graph,758079.0
LBank,ada-the-dog,6039202.0
LBank,ethereum-classic,615325.0
LBank,ordinals,1633840.0
LBank,ethena,638067.0
LBank,niccagewaluigielmo42069inu,5038380.0
LBank,internet-computer,977040.0
LBank,ape-2,1537774.0
LBank,vechain,1351824.0
LBank,coreai,326632.0
LBank,edu-coin,1057951.0
LBank,klay-token,235113.0
LBank,ecash,544811.0
LBank,ether-fi,810254.0
LBank,qtum,558676.0
LBank,pendle,1020012.0
LBank,floki,259834.0
LBank,pyth-network,286242.0
LBank,lido-dao,890064.0
LBank,famous-fox-federation,758673.0
LBank,ankr,567335.0
LBank,chiliz,468043.0
LBank,pancakeswap-token,824825.0
LBank,stellar,638850.0
LBank,okb,749404.0
LBank,dash,2075457.0
LBank,axie-infinity,3056367.0
LBank,sei-network,88427.0
LBank,gala,1710882.0
LBank,neo,353490.0
LBank,dogwifcoin,1545365.0
LBank,aave,3364142.0
LBank,arweave,554396.0
LBank,perpetual-protocol,535746.0
LBank,yield-guild-games,441975.0
LBank,beamx,247927.0
LBank,injective-protocol,5437432.0
LBank,radiant-capital,291305.0
LBank,santos-fc-fan-token,504376.0
LBank,galatasaray-fan-token,536965.0
LBank,acent,287767.0
LBank,arpa,738711.0
LBank,luna-wormhole,685138.0
LBank,immutable-x,811318.0
LBank,bridged-curve-dao-token-stargate,778264.0
LBank,stargate-finance,150077.0
LBank,nervos-network,358480.0
LBank,raydium,267930.0
LBank,cyberconnect,285505.0
LBank,bonk,1353393.0
LBank,rats,626357.0
LBank,compound-governance-token,585456.0
LBank,mina-protocol,527450.0
LBank,kaspa,1051652.0
LBank,lazio-fan-token,790470.0
LBank,safepal,619816.0
LBank,auction,280104.0
LBank,maricoin,920017.0
LBank,ethereum-name-service,824226.0
LBank,storj,541196.0
LBank,balancer,775151.0
LBank,binance-peg-eos,1288337.0
LBank,mask-network,600284.0
LBank,coin98,595439.0
LBank,jasmycoin,478093.0
LBank,republic-protocol,426293.0
LBank,swipe,580988.0
LBank,alice-ai,637146.0
LBank,elrond-erd-2,741717.0
LBank,crypto-com-chain,667945.0
LBank,holotoken,600712.0
DigiFinex,solana,129216793.0
DigiFinex,binance-peg-dogecoin,58822373.0
DigiFinex,batcat,665266121.0
DigiFinex,beam-bridged-usdc-beam,103565596.0
DigiFinex,binancecoin,8625258.0
DigiFinex,sui,8413684.0
DigiFinex,binance-peg-xrp,12210459.0
DigiFinex,bridged-binance-peg-ethereum-opbnb,327580766.0
DigiFinex,the-open-network,32367862.0
DigiFinex,binance-peg-bitcoin-cash,3975010.0
DigiFinex,near,11870089.0
DigiFinex,niccagewaluigielmo42069inu,15793815.0
DigiFinex,apidae,1962064.0
DigiFinex,binance-peg-litecoin,12093517.0
DigiFinex,binance-peg-filecoin,12167931.0
DigiFinex,fantom,2589715.0
DigiFinex,avalanche-2,12962050.0
DigiFinex,aave,1379903.0
DigiFinex,ada-the-dog,10586282.0
DigiFinex,arbitrum,10495871.0
DigiFinex,tron,25774752.0
DigiFinex,ethereum-classic,731147.0
DigiFinex,chainlink,7653967.0
DigiFinex,optimism,29037608.0
DigiFinex,maker,2937848.0
DigiFinex,binance-peg-eos,3656788.0
DigiFinex,chiliz,2829006.0
DigiFinex,coreai,3822252.0
DigiFinex,internet-computer,234793.0
DigiFinex,bridged-dai-stablecoin-linea,2181753.0
DigiFinex,cosmos,4353721.0
DigiFinex,dogwifcoin,6055522.0
DigiFinex,lido-dao,376223.0
DigiFinex,ordinals,344162.0
DigiFinex,gmt-token,606695.0
DigiFinex,blockstack,1043116.0
DigiFinex,ethereum-name-service,452532.0
DigiFinex,san-diego-coin,2612493.0
DigiFinex,unicorn-token,2095387.0
DigiFinex,jupiter,2040571.0
DigiFinex,bittorrent,856775.0
DigiFinex,omni,2434342.0
DigiFinex,constitutiondao,1037084.0
DigiFinex,bridged-curve-dao-token-stargate,1316445.0
DigiFinex,axie-infinity,940618.0
DigiFinex,luna-wormhole,52915.0
DigiFinex,binance-peg-polkadot,7123920.0
DigiFinex,ethena,8032764.0
DigiFinex,sei-network,490125.0
DigiFinex,the-graph,1285661.0
DigiFinex,newpepe,21197739.0
DigiFinex,elrond-erd-2,245732.0
DigiFinex,bridged-matic-manta-pacific,5651286.0
DigiFinex,havven,866075.0
DigiFinex,stellar,518155.0
DigiFinex,flow,1014766.0
DigiFinex,decentraland,558960.0
DigiFinex,neo,1933419.0
DigiFinex,woo-network,199811.0
DigiFinex,kava,307573.0
DigiFinex,dydx-chain,485108.0
DigiFinex,conflux-token,894600.0
DigiFinex,vechain,1382640.0
DigiFinex,tezos,1456800.0
DigiFinex,pyth-network,468951.0
DigiFinex,celestia,606788.0
DigiFinex,iota,64959.0
DigiFinex,tether-gold,127232.0
DigiFinex,jasmycoin,688805.0
DigiFinex,loopring,319142.0
DigiFinex,portal-2,1166047.0
DigiFinex,hedera-hashgraph,1214401.0
DigiFinex,pha,490805.0
DigiFinex,pax-gold,155128.0
DigiFinex,0x,527075.0
DigiFinex,kyber-network-crystal,110559.0
DigiFinex,blur,229455.0
DigiFinex,theta-token,1730316.0
DigiFinex,floki,2163744.0
DigiFinex,playground-waves-floor-index,2245997.0
DigiFinex,nervos-network,744228.0
DigiFinex,slp,146649.0
DigiFinex,ape-2,868656.0
DigiFinex,bitcoin-cash-sv,611992.0
DigiFinex,immutable-x,1589844.0
DigiFinex,algorand,919584.0
DigiFinex,coin98,238958.0
DigiFinex,threshold-network-token,272799.0
DigiFinex,manta-network,161591.0
DigiFinex,worldcoin-wld,931775.0
DigiFinex,jito-governance-token,429058.0
DigiFinex,sushi,122511.0
DigiFinex,flare-networks,353087.0
DigiFinex,qtum,643329.0
Bitrue,batcat,99589776.0
Bitrue,bridged-binance-peg-ethereum-opbnb,175559678.0
Bitrue,bridged-wrapped-bitcoin-manta-pacific,20354134.0
Bitrue,binance-peg-xrp,59157049.0
Bitrue,binance-peg-filecoin,9359316.0
Bitrue,optimism,5187871.0
Bitrue,san-diego-coin,7768136.0
Bitrue,stellar,3386937.0
Bitrue,solana,11594655.0
Bitrue,magic,9579189.0
Bitrue,digital-asset-right-token,17213463.0
Bitrue,fathom-dollar,132340.0
Bitrue,loopring,410516.0
Bitrue,near,15048183.0
Bitrue,decentraland,3225116.0
Bitrue,stargate-finance,4429339.0
Bitrue,dydx-chain,4499941.0
Bitrue,binance-peg-dogecoin,468580.0
Bitrue,fetch-ai,12063425.0
Bitrue,gmt-token,12657689.0
Bitrue,xdce-crowd-sale,963722.0
Bitrue,404-bakery,4955073.0
Bitrue,frax-share,1664828.0
Bitrue,alchemy-pay,1924562.0
Bitrue,ankr,2124383.0
Bitrue,mask-network,7632118.0
Bitrue,theta-fuel,162426.0
Bitrue,gnosis,243938.0
Bitrue,dash,12448112.0
Bitrue,binancecoin,14102076.0
Bitrue,niccagewaluigielmo42069inu,7657444.0
Bitrue,arbitrum,732641.0
Bitrue,lido-dao,701208.0
Bitrue,cosmos,695119.0
Bitrue,trust-wallet-token,6254702.0
Bitrue,hedera-hashgraph,395960.0
Bitrue,terra-luna-2,896731.0
Bitrue,coti,838608.0
Bitrue,arpa,6404016.0
Bitrue,aelf,397673.0
Bitrue,oasis-network,11729916.0
Bitrue,ethereum-classic,7958592.0
Bitrue,alice-ai,1466009.0
Bitrue,ethereum-name-service,1202072.0
Bitrue,iota,517349.0
Bitrue,okb,892983.0
Bitrue,arweave,3507465.0
Bitrue,avalanche-2,4891971.0
Bitrue,quant-network,1271169.0
Bitrue,pendle,3000541.0
Bitrue,rocket-pool,96612.0
Bitrue,render-token,3265316.0
Bitrue,jasmycoin,1780481.0
Bitrue,badger-dao,38961.0
Bitrue,dogwifcoin,6572391.0
Bitrue,injective-protocol,1255037.0
Bitrue,livepeer,384084.0
Bitrue,jito-governance-token,311219.0
Bitrue,power-ledger,931952.0
Bitrue,bridged-matic-manta-pacific,1213996.0
Bitrue,blur,1010477.0
Bitrue,ada-the-dog,9492380.0
Bitrue,beam,3168594.0
Bitrue,ordinals,948070.0
Bitrue,polymesh,257821.0
Bitrue,cartesi,340903.0
Bitrue,chainlink,2504427.0
Bitrue,singularitynet,1762961.0
Bitrue,yield-guild-games,2923079.0
Bitrue,nervos-network,269728.0
Bitrue,ultra,1417.14
Bitrue,blockstack,3773123.0
Bitrue,chromaway,452366.0
Bitrue,acent,93612.0
Bitrue,tron,2066600.0
Bitrue,gala,456053.0
Bitrue,vechain,3498554.0
Bitrue,constitutiondao,47430.0
Bitrue,bridged-trueusd,250070.0
Bitrue,maker,2638164.0
Bitrue,asr-coin,2560952.0
Bitrue,binance-peg-litecoin,1421082.0
Bitrue,paris-saint-germain-fan-token,2544235.0
Bitrue,basic-attention-token,2304198.0
Bitrue,wax,34238.0
Bitrue,basedswap,399277.0
LATOKEN,bridged-binance-peg-ethereum-opbnb,262905674.0
LATOKEN,tron,24183990.0
LATOKEN,chainlink,6450568.0
LATOKEN,binance-peg-dogecoin,942131.0
LATOKEN,near,489836.0
LATOKEN,binance-peg-litecoin,1454208.0
LATOKEN,binance-peg-polkadot,1395251.0
LATOKEN,san-diego-coin,2899810.0
LATOKEN,ada-the-dog,1138492.0
LATOKEN,internet-computer,130147.0
LATOKEN,niccagewaluigielmo42069inu,8033372.0
LATOKEN,binance-peg-xrp,4828539.0
LATOKEN,unicorn-token,374954.0
LATOKEN,bridged-trueusd,240904.0
LATOKEN,immutable-x,117528.0
LATOKEN,the-graph,320874.0
LATOKEN,ethereum-classic,368269.0
LATOKEN,vechain,522598.0
LATOKEN,axie-infinity,280616.0
LATOKEN,pancakeswap-token,188383.0
LATOKEN,binancecoin,299917.0
LATOKEN,chromaway,226107.0
LATOKEN,stellar,296233.0
LATOKEN,fantom,203640.0
LATOKEN,chiliz,445224.0
LATOKEN,optimism,111920.0
LATOKEN,pax-gold,274061.0
LATOKEN,aave,524994.0
LATOKEN,binance-peg-eos,152602.0
LATOKEN,clearpool,113715.0
LATOKEN,lina,127751.0
LATOKEN,zcash,262709.0
LATOKEN,holotoken,311974.0
LATOKEN,playground-waves-floor-index,1276046.0
LATOKEN,jaseonmun,1480789.0
LATOKEN,constitutiondao,157209.0
LATOKEN,amp-token,110091.0
LATOKEN,hedera-hashgraph,161693.0
LATOKEN,verasity,142364.0
LATOKEN,skale,227277.0
LATOKEN,quant-network,126701.0
LATOKEN,farmbot,169863.0
LATOKEN,arpa,123451.0
LATOKEN,solana,682226.0
LATOKEN,metal,150596.0
LATOKEN,ocean-protocol,119911.0
LATOKEN,tezos,233563.0
LATOKEN,cosmos,1033732.0
LATOKEN,quark-chain,2505.5
LATOKEN,yield-guild-games,107496.0
LATOKEN,utrust,127111.0
LATOKEN,fetch-ai,226440.0
LATOKEN,iota,145649.0
LATOKEN,nexo,131275.0
LATOKEN,0x,155855.0
LATOKEN,yearn-finance,165303.0
LATOKEN,dog-wif-spinning-hat,73545.0
LATOKEN,iexec-rlc,182436.0
LATOKEN,ssv-network,72456.0
LATOKEN,biconomy,171271.0
LATOKEN,frax-share,178051.0
LATOKEN,power-ledger,347871.0
LATOKEN,livepeer,144526.0
LATOKEN,api3,218707.0
LATOKEN,galatasaray-fan-token,186925.0
LATOKEN,unifi-protocol-dao,135409.0
LATOKEN,komodo,91631.0
LATOKEN,guildfi,216658.0
LATOKEN,gnosis,131645.0
LATOKEN,loopring,180830.0
LATOKEN,aelf,325811.0
LATOKEN,qtum,151120.0
LATOKEN,1inch,167739.0
LATOKEN,ethernity-chain,216632.0
LATOKEN,alchemy-pay,117352.0
LATOKEN,joe,153272.0
LATOKEN,truebit-protocol,121278.0
LATOKEN,venus,110044.0
LATOKEN,origin-protocol,166508.0
LATOKEN,alice-ai,165636.0
LATOKEN,illuvium,151684.0
LATOKEN,render-token,181319.0
LATOKEN,decentraland,141997.0
LATOKEN,zignaly,280142.0
LATOKEN,ethereum-name-service,154246.0
XT.COM,batcat,10247268.0
XT.COM,binance-peg-dogecoin,287950.0
XT.COM,solana,62872068.0
XT.COM,bridged-binance-peg-ethereum-opbnb,180022801.0
XT.COM,ordinals,218448.0
XT.COM,book-of-meme,12488665.0
XT.COM,maker,305083.0
XT.COM,binance-peg-xrp,12012057.0
XT.COM,binance-peg-litecoin,280021.0
XT.COM,beam-bridged-usdc-beam,3117879.0
XT.COM,xtusd,408425.0
XT.COM,binancecoin,1007170.0
XT.COM,bridged-dai-stablecoin-linea,1068100.0
XT.COM,jupiter,643073.0
XT.COM,apidae,311189.0
XT.COM,floki,339326.0
XT.COM,unicorn-token,583255.0
XT.COM,fetch-ai,162594.0
XT.COM,the-open-network,6610309.0
XT.COM,singularitynet,9609.42
XT.COM,illuvium,287822.0
XT.COM,internet-computer,277694.0
XT.COM,bridged-matic-manta-pacific,275107.07
XT.COM,binance-peg-eos,301795.0
XT.COM,binance-peg-polkadot,292457.0
XT.COM,arweave,368147.0
XT.COM,ada-the-dog,637306.0
XT.COM,binance-peg-bitcoin-cash,3608106.0
XT.COM,pendle,273451.0
XT.COM,sei-network,277663.0
XT.COM,ondo-finance,932013.0
XT.COM,skale,240147.0
XT.COM,chainlink,681663.0
XT.COM,woo-network,173248.0
XT.COM,aave,427034.0
XT.COM,cryptosaga,319425.0
XT.COM,safepal,280309.0
XT.COM,coin98,302932.0
XT.COM,tron,305947.0
XT.COM,dogwifcoin,235510.0
XT.COM,bittensor,287849.0
XT.COM,decentraland,2011495.0
XT.COM,arbitrum,1755562.0
XT.COM,xtcom-token,2364952.0
XT.COM,injective-protocol,1503409.0
XT.COM,magic,303096.0
XT.COM,jito-governance-token,500291.0
XT.COM,oasis-network,283199.0
XT.COM,mantra-dao,252231.0
XT.COM,san-diego-coin,1833336.0
XT.COM,cosmos,1054678.0
XT.COM,ravencoin,350937.0
XT.COM,grok-3,460622.0
XT.COM,coreai,5728106.0
XT.COM,binance-peg-filecoin,286192.0
XT.COM,immutable-x,253727.0
XT.COM,bridged-curve-dao-token-stargate,671018.0
XT.COM,ocean-protocol,275928.0
XT.COM,yield-guild-games,32565.0
XT.COM,frax-share,38153.0
XT.COM,jasmycoin,312841.0
XT.COM,vechain,1056212.0
XT.COM,runebound,213274.0
XT.COM,santos-fc-fan-token,543303.0
XT.COM,theta-fuel,373599.0
XT.COM,trust-wallet-token,287112.0
XT.COM,elrond-erd-2,176487.0
XT.COM,kyber-network-crystal,304061.0
XT.COM,fantom,3489587.0
XT.COM,frontier-token,275455.0
XT.COM,kava,298806.0
XT.COM,binance-peg-iotex,304972.0
XT.COM,neo,300980.0
XT.COM,near,2085129.0
XT.COM,arpa,271446.0
XT.COM,0x,282516.0
